slice_file_name;fsID;start;end;salience;fold;classID;class
101415-3-0-3.wav;101415;1.5;5.5;1;1;3;dog_bark
101415-3-0-8.wav;101415;4.0;8.0;1;1;3;dog_bark
101729-0-0-1.wav;101729;0.5;4.5;2;9;0;air_conditioner
101729-0-0-11.wav;101729;5.5;9.5;2;9;0;air_conditioner
101729-0-0-12.wav;101729;6.0;10.0;2;9;0;air_conditioner
101729-0-0-13.wav;101729;6.5;10.5;2;9;0;air_conditioner
101729-0-0-14.wav;101729;7.0;11.0;2;9;0;air_conditioner
101729-0-0-16.wav;101729;8.0;12.0;2;9;0;air_conditioner
101729-0-0-17.wav;101729;8.5;12.5;2;9;0;air_conditioner
101729-0-0-18.wav;101729;9.0;13.0;2;9;0;air_conditioner
101729-0-0-19.wav;101729;9.5;13.5;2;9;0;air_conditioner
101729-0-0-21.wav;101729;10.5;14.5;2;9;0;air_conditioner
101729-0-0-22.wav;101729;11.0;15.0;2;9;0;air_conditioner
101729-0-0-23.wav;101729;11.5;15.5;2;9;0;air_conditioner
101729-0-0-24.wav;101729;12.0;16.0;2;9;0;air_conditioner
101729-0-0-26.wav;101729;13.0;17.0;2;9;0;air_conditioner
101729-0-0-28.wav;101729;14.0;18.0;2;9;0;air_conditioner
101729-0-0-29.wav;101729;14.5;18.5;2;9;0;air_conditioner
101729-0-0-3.wav;101729;1.5;5.5;2;9;0;air_conditioner
101729-0-0-32.wav;101729;16.0;20.0;2;9;0;air_conditioner
101729-0-0-33.wav;101729;16.5;20.5;2;9;0;air_conditioner
101729-0-0-36.wav;101729;18.0;22.0;2;9;0;air_conditioner
101729-0-0-37.wav;101729;18.5;22.5;2;9;0;air_conditioner
101729-0-0-38.wav;101729;19.0;23.0;2;9;0;air_conditioner
101729-0-0-39.wav;101729;19.5;23.5;2;9;0;air_conditioner
101729-0-0-4.wav;101729;2.0;6.0;2;9;0;air_conditioner
101729-0-0-40.wav;101729;20.0;24.0;2;9;0;air_conditioner
101729-0-0-6.wav;101729;3.0;7.0;2;9;0;air_conditioner
101729-0-0-9.wav;101729;4.5;8.5;2;9;0;air_conditioner
101848-9-0-0.wav;101848;0.0;4.0;1;7;9;street_music
101848-9-0-1.wav;101848;0.5;4.5;1;7;9;street_music
101848-9-0-2.wav;101848;1.0;5.0;1;7;9;street_music
101848-9-0-3.wav;101848;1.5;5.5;1;7;9;street_music
101848-9-0-8.wav;101848;4.0;8.0;1;7;9;street_music
101848-9-0-9.wav;101848;4.5;8.5;1;7;9;street_music
102102-3-0-0.wav;102102;1.573.952;4.673.824;2;4;3;dog_bark
102103-3-0-0.wav;102103;197.603;2.508.892;2;10;3;dog_bark
102103-3-1-0.wav;102103;4.179.637;4.568.182;2;10;3;dog_bark
102104-3-0-0.wav;102104;2.429.279;3.241.121;2;2;3;dog_bark
102105-3-0-0.wav;102105;2.041.889;6.041.888.999.999.990;2;3;3;dog_bark
102106-3-0-0.wav;102106;2.243.852;3.884.477;2;1;3;dog_bark
102305-6-0-0.wav;102305;0.0;261.161;1;1;6;gun_shot
102547-3-0-2.wav;102547;1.0;5.0;1;5;3;dog_bark
102547-3-0-7.wav;102547;3.5;7.5;1;5;3;dog_bark
102547-3-0-8.wav;102547;4.0;8.0;1;5;3;dog_bark
102842-3-0-1.wav;102842;0.5;4.5;2;1;3;dog_bark
102842-3-1-0.wav;102842;113.061.785;117.061.785;2;1;3;dog_bark
102842-3-1-5.wav;102842;115.561.785;119.561.785;2;1;3;dog_bark
102842-3-1-6.wav;102842;116.061.785;120.061.785;2;1;3;dog_bark
102853-8-0-0.wav;102853;0.0;4.0;2;7;8;siren
102853-8-0-1.wav;102853;0.5;4.5;2;7;8;siren
102853-8-0-2.wav;102853;1.0;5.0;2;7;8;siren
102853-8-0-3.wav;102853;1.5;5.5;2;7;8;siren
102853-8-0-4.wav;102853;2.0;6.0;2;7;8;siren
102853-8-0-5.wav;102853;2.5;6.5;2;7;8;siren
102853-8-0-6.wav;102853;3.0;7.0;2;7;8;siren
102853-8-1-0.wav;102853;27.214.044;31.214.044;2;7;8;siren
102857-5-0-0.wav;102857;0.0;4.0;1;10;5;engine_idling
102857-5-0-1.wav;102857;0.5;4.5;1;10;5;engine_idling
102857-5-0-10.wav;102857;5.0;9.0;1;10;5;engine_idling
102857-5-0-11.wav;102857;5.5;9.5;1;10;5;engine_idling
102857-5-0-12.wav;102857;6.0;10.0;1;10;5;engine_idling
102857-5-0-13.wav;102857;6.5;10.5;1;10;5;engine_idling
102857-5-0-14.wav;102857;7.0;11.0;1;10;5;engine_idling
102857-5-0-15.wav;102857;7.5;11.5;1;10;5;engine_idling
102857-5-0-16.wav;102857;8.0;12.0;1;10;5;engine_idling
102857-5-0-17.wav;102857;8.5;12.5;1;10;5;engine_idling
102857-5-0-18.wav;102857;9.0;13.0;1;10;5;engine_idling
102857-5-0-19.wav;102857;9.5;13.5;1;10;5;engine_idling
102857-5-0-2.wav;102857;1.0;5.0;1;10;5;engine_idling
102857-5-0-20.wav;102857;10.0;14.0;1;10;5;engine_idling
102857-5-0-21.wav;102857;10.5;14.5;1;10;5;engine_idling
102857-5-0-22.wav;102857;11.0;15.0;1;10;5;engine_idling
102857-5-0-23.wav;102857;11.5;15.5;1;10;5;engine_idling
102857-5-0-24.wav;102857;12.0;16.0;1;10;5;engine_idling
102857-5-0-25.wav;102857;12.5;16.5;1;10;5;engine_idling
102857-5-0-26.wav;102857;13.0;17.0;1;10;5;engine_idling
102857-5-0-27.wav;102857;13.5;17.5;1;10;5;engine_idling
102857-5-0-28.wav;102857;14.0;18.0;1;10;5;engine_idling
102857-5-0-29.wav;102857;14.5;18.5;1;10;5;engine_idling
102857-5-0-3.wav;102857;1.5;5.5;1;10;5;engine_idling
102857-5-0-30.wav;102857;15.0;19.0;1;10;5;engine_idling
102857-5-0-4.wav;102857;2.0;6.0;1;10;5;engine_idling
102857-5-0-5.wav;102857;2.5;6.5;1;10;5;engine_idling
102857-5-0-6.wav;102857;3.0;7.0;1;10;5;engine_idling
102857-5-0-7.wav;102857;3.5;7.5;1;10;5;engine_idling
102857-5-0-8.wav;102857;4.0;8.0;1;10;5;engine_idling
102857-5-0-9.wav;102857;4.5;8.5;1;10;5;engine_idling
102858-5-0-0.wav;102858;0.0;4.0;1;2;5;engine_idling
102858-5-0-1.wav;102858;0.5;4.5;1;2;5;engine_idling
102871-8-0-0.wav;102871;0.0;4.0;1;2;8;siren
102871-8-0-1.wav;102871;0.5;4.5;1;2;8;siren
102871-8-0-10.wav;102871;5.0;9.0;1;2;8;siren
102871-8-0-11.wav;102871;5.5;9.5;1;2;8;siren
102871-8-0-12.wav;102871;6.0;10.0;1;2;8;siren
102871-8-0-13.wav;102871;6.5;10.5;1;2;8;siren
102871-8-0-14.wav;102871;7.0;11.0;1;2;8;siren
102871-8-0-15.wav;102871;7.5;11.5;1;2;8;siren
102871-8-0-2.wav;102871;1.0;5.0;1;2;8;siren
102871-8-0-3.wav;102871;1.5;5.5;1;2;8;siren
102871-8-0-4.wav;102871;2.0;6.0;1;2;8;siren
102871-8-0-5.wav;102871;2.5;6.5;1;2;8;siren
102871-8-0-6.wav;102871;3.0;7.0;1;2;8;siren
102871-8-0-7.wav;102871;3.5;7.5;1;2;8;siren
102871-8-0-8.wav;102871;4.0;8.0;1;2;8;siren
102871-8-0-9.wav;102871;4.5;8.5;1;2;8;siren
103074-7-0-0.wav;103074;3.341.279;7.341.279;1;1;7;jackhammer
103074-7-0-1.wav;103074;3.841.279;7.841.279;1;1;7;jackhammer
103074-7-0-2.wav;103074;4.341.279;8.341.279;1;1;7;jackhammer
103074-7-1-0.wav;103074;22.517.317;26.517.317;1;1;7;jackhammer
103074-7-1-1.wav;103074;23.017.317;27.017.317;1;1;7;jackhammer
103074-7-1-2.wav;103074;23.517.317;27.517.317;1;1;7;jackhammer
103074-7-1-3.wav;103074;24.017.317;28.017.317;1;1;7;jackhammer
103074-7-1-4.wav;103074;24.517.317;28.517.317;1;1;7;jackhammer
103074-7-1-5.wav;103074;25.017.317;29.017.317;1;1;7;jackhammer
103074-7-1-6.wav;103074;25.517.317;29.517.317;1;1;7;jackhammer
103074-7-2-0.wav;103074;42.347.083;43.727.176;1;1;7;jackhammer
103074-7-3-0.wav;103074;46.632.637;50.632.637;1;1;7;jackhammer
103074-7-3-1.wav;103074;47.132.637;51.132.637;1;1;7;jackhammer
103074-7-3-2.wav;103074;47.632.637;51.632.637;1;1;7;jackhammer
103074-7-3-3.wav;103074;48.132.637;52.132.637;1;1;7;jackhammer
103074-7-4-0.wav;103074;60.651.482;64.651.482;1;1;7;jackhammer
103074-7-4-1.wav;103074;61.151.482;65.151.482;1;1;7;jackhammer
103074-7-4-2.wav;103074;61.651.482;65.651.482;1;1;7;jackhammer
103074-7-4-3.wav;103074;62.151.482;66.151.482;1;1;7;jackhammer
103074-7-4-4.wav;103074;62.651.482;66.651.482;1;1;7;jackhammer
103074-7-4-5.wav;103074;63.151.482;67.151.482;1;1;7;jackhammer
103074-7-4-6.wav;103074;63.651.482;67.651.482;1;1;7;jackhammer
103076-3-0-0.wav;103076;0.0;2.527.184;1;8;3;dog_bark
103076-3-1-0.wav;103076;6.788.349;7.756.796;1;8;3;dog_bark
103076-3-2-0.wav;103076;10.265.534;10.717.475;1;8;3;dog_bark
103199-4-0-0.wav;103199;0.0;4.0;1;3;4;drilling
103199-4-0-3.wav;103199;1.5;5.5;1;3;4;drilling
103199-4-0-4.wav;103199;2.0;6.0;1;3;4;drilling
103199-4-0-5.wav;103199;2.5;6.5;1;3;4;drilling
103199-4-0-6.wav;103199;3.0;7.0;1;3;4;drilling
103199-4-1-0.wav;103199;16.097.136;17.617.205;2;3;4;drilling
103199-4-2-0.wav;103199;17.617.205;21.617.205;1;3;4;drilling
103199-4-2-1.wav;103199;18.117.205;22.117.205;1;3;4;drilling
103199-4-2-10.wav;103199;22.617.205;26.617.205;1;3;4;drilling
103199-4-2-11.wav;103199;23.117.205;27.117.205;1;3;4;drilling
103199-4-2-2.wav;103199;18.617.205;22.617.205;1;3;4;drilling
103199-4-2-3.wav;103199;19.117.205;23.117.205;1;3;4;drilling
103199-4-2-4.wav;103199;19.617.205;23.617.205;1;3;4;drilling
103199-4-2-5.wav;103199;20.117.205;24.117.205;1;3;4;drilling
103199-4-2-6.wav;103199;20.617.205;24.617.205;1;3;4;drilling
103199-4-2-7.wav;103199;21.117.205;25.117.205;1;3;4;drilling
103199-4-2-8.wav;103199;21.617.205;25.617.205;1;3;4;drilling
103199-4-2-9.wav;103199;22.117.205;26.117.205;1;3;4;drilling
103199-4-4-0.wav;103199;46.186.699;48.720.146;1;3;4;drilling
103199-4-6-0.wav;103199;50.591;51.916.188;1;3;4;drilling
103199-4-7-2.wav;103199;52.916.188;56.916.188;2;3;4;drilling
103249-5-0-0.wav;103249;0.0;4.0;1;9;5;engine_idling
103249-5-0-1.wav;103249;0.5;4.5;1;9;5;engine_idling
103249-5-0-10.wav;103249;5.0;9.0;1;9;5;engine_idling
103249-5-0-11.wav;103249;5.5;9.5;1;9;5;engine_idling
103249-5-0-12.wav;103249;6.0;10.0;1;9;5;engine_idling
103249-5-0-13.wav;103249;6.5;10.5;1;9;5;engine_idling
103249-5-0-14.wav;103249;7.0;11.0;1;9;5;engine_idling
103249-5-0-15.wav;103249;7.5;11.5;1;9;5;engine_idling
103249-5-0-16.wav;103249;8.0;12.0;1;9;5;engine_idling
103249-5-0-17.wav;103249;8.5;12.5;1;9;5;engine_idling
103249-5-0-18.wav;103249;9.0;13.0;1;9;5;engine_idling
103249-5-0-19.wav;103249;9.5;13.5;1;9;5;engine_idling
103249-5-0-2.wav;103249;1.0;5.0;1;9;5;engine_idling
103249-5-0-3.wav;103249;1.5;5.5;1;9;5;engine_idling
103249-5-0-4.wav;103249;2.0;6.0;1;9;5;engine_idling
103249-5-0-5.wav;103249;2.5;6.5;1;9;5;engine_idling
103249-5-0-6.wav;103249;3.0;7.0;1;9;5;engine_idling
103249-5-0-7.wav;103249;3.5;7.5;1;9;5;engine_idling
103249-5-0-8.wav;103249;4.0;8.0;1;9;5;engine_idling
103249-5-0-9.wav;103249;4.5;8.5;1;9;5;engine_idling
103258-5-0-0.wav;103258;0.0;4.0;1;1;5;engine_idling
103258-5-0-1.wav;103258;0.5;4.5;1;1;5;engine_idling
103258-5-0-10.wav;103258;5.0;9.0;1;1;5;engine_idling
103258-5-0-11.wav;103258;5.5;9.5;1;1;5;engine_idling
103258-5-0-12.wav;103258;6.0;10.0;1;1;5;engine_idling
103258-5-0-13.wav;103258;6.5;10.5;1;1;5;engine_idling
103258-5-0-14.wav;103258;7.0;11.0;1;1;5;engine_idling
103258-5-0-15.wav;103258;7.5;11.5;1;1;5;engine_idling
103258-5-0-16.wav;103258;8.0;12.0;1;1;5;engine_idling
103258-5-0-17.wav;103258;8.5;12.5;1;1;5;engine_idling
103258-5-0-18.wav;103258;9.0;13.0;1;1;5;engine_idling
103258-5-0-19.wav;103258;9.5;13.5;1;1;5;engine_idling
103258-5-0-2.wav;103258;1.0;5.0;1;1;5;engine_idling
103258-5-0-3.wav;103258;1.5;5.5;1;1;5;engine_idling
103258-5-0-4.wav;103258;2.0;6.0;1;1;5;engine_idling
103258-5-0-5.wav;103258;2.5;6.5;1;1;5;engine_idling
103258-5-0-6.wav;103258;3.0;7.0;1;1;5;engine_idling
103258-5-0-7.wav;103258;3.5;7.5;1;1;5;engine_idling
103258-5-0-8.wav;103258;4.0;8.0;1;1;5;engine_idling
103258-5-0-9.wav;103258;4.5;8.5;1;1;5;engine_idling
103357-4-0-0.wav;103357;0.305227;4.305.227;1;3;4;drilling
103357-4-0-1.wav;103357;0.805227;4.805.227;1;3;4;drilling
103438-5-0-0.wav;103438;0.0;4.0;2;10;5;engine_idling
103438-5-0-1.wav;103438;0.5;4.5;2;10;5;engine_idling
103438-5-0-2.wav;103438;1.0;5.0;2;10;5;engine_idling
104327-2-0-15.wav;104327;7.5;11.5;2;6;2;children_playing
104327-2-0-19.wav;104327;9.5;13.5;2;6;2;children_playing
104327-2-0-26.wav;104327;13.0;17.0;2;6;2;children_playing
104327-2-0-28.wav;104327;14.0;18.0;2;6;2;children_playing
104327-2-0-3.wav;104327;1.5;5.5;2;6;2;children_playing
104327-2-0-30.wav;104327;15.0;19.0;2;6;2;children_playing
104327-2-0-34.wav;104327;17.0;21.0;2;6;2;children_playing
104327-2-0-4.wav;104327;2.0;6.0;2;6;2;children_playing
104421-2-0-1.wav;104421;0.5;4.5;2;5;2;children_playing
104421-2-0-15.wav;104421;7.5;11.5;2;5;2;children_playing
104421-2-0-20.wav;104421;10.0;14.0;2;5;2;children_playing
104421-2-0-29.wav;104421;14.5;18.5;2;5;2;children_playing
104421-2-0-3.wav;104421;1.5;5.5;2;5;2;children_playing
104421-2-0-5.wav;104421;2.5;6.5;2;5;2;children_playing
104421-2-0-7.wav;104421;3.5;7.5;2;5;2;children_playing
104421-2-1-3.wav;104421;91.652.072;95.652.072;1;5;2;children_playing
104625-4-0-15.wav;104625;13.751.408.999.999.900;17.751.409;1;7;4;drilling
104625-4-0-21.wav;104625;16.751.409;20.751.409;1;7;4;drilling
104625-4-0-27.wav;104625;19.751.409;23.751.409;1;7;4;drilling
104625-4-0-29.wav;104625;20.751.409;24.751.409;1;7;4;drilling
104625-4-0-3.wav;104625;7.751.409;11.751.408.999.999.900;1;7;4;drilling
104625-4-0-35.wav;104625;23.751.409;27.751.409;1;7;4;drilling
104625-4-0-40.wav;104625;26.251.409;30.251.409;1;7;4;drilling
104625-4-0-41.wav;104625;26.751.409;30.751.409;1;7;4;drilling
104625-4-0-45.wav;104625;28.751.409;32.751.408.999.999.900;1;7;4;drilling
104625-4-0-48.wav;104625;30.251.409;34.251.408.999.999.900;1;7;4;drilling
104625-4-0-51.wav;104625;31.751.409;35.751.408.999.999.900;1;7;4;drilling
104625-4-0-52.wav;104625;32.251.409;36.251.409;1;7;4;drilling
104625-4-0-53.wav;104625;32.751.409;36.751.409;1;7;4;drilling
104625-4-0-55.wav;104625;33.751.409;37.751.409;1;7;4;drilling
104625-4-0-57.wav;104625;34.751.409;38.751.409;1;7;4;drilling
104625-4-0-66.wav;104625;39.251.409;43.251.409;1;7;4;drilling
104625-4-1-20.wav;104625;156.589.168;160.589.168;1;7;4;drilling
104625-4-1-8.wav;104625;150.589.168;154.589.168;1;7;4;drilling
104817-4-0-0.wav;104817;0.0;4.0;1;2;4;drilling
104817-4-0-1.wav;104817;0.5;4.5;1;2;4;drilling
104817-4-0-10.wav;104817;5.0;9.0;1;2;4;drilling
104817-4-0-11.wav;104817;5.5;9.5;1;2;4;drilling
104817-4-0-2.wav;104817;1.0;5.0;1;2;4;drilling
104817-4-0-3.wav;104817;1.5;5.5;1;2;4;drilling
104817-4-0-4.wav;104817;2.0;6.0;1;2;4;drilling
104817-4-0-5.wav;104817;2.5;6.5;1;2;4;drilling
104817-4-0-6.wav;104817;3.0;7.0;1;2;4;drilling
104817-4-0-7.wav;104817;3.5;7.5;1;2;4;drilling
104817-4-0-8.wav;104817;4.0;8.0;1;2;4;drilling
104817-4-0-9.wav;104817;4.5;8.5;1;2;4;drilling
104998-7-0-5.wav;104998;18.872.926;22.872.926;1;5;7;jackhammer
104998-7-10-1.wav;104998;26.047.552;26.447.552;1;5;7;jackhammer
104998-7-10-10.wav;104998;26.497.552;26.897.552;1;5;7;jackhammer
104998-7-10-13.wav;104998;26.647.552;27.047.552;1;5;7;jackhammer
104998-7-10-15.wav;104998;26.747.552;27.147.552;1;5;7;jackhammer
104998-7-10-8.wav;104998;26.397.552;26.797.552;1;5;7;jackhammer
104998-7-10-9.wav;104998;26.447.552;26.847.552;1;5;7;jackhammer
104998-7-11-0.wav;104998;297.367.744;301.367.744;1;5;7;jackhammer
104998-7-11-2.wav;104998;298.367.744;302.367.744;1;5;7;jackhammer
104998-7-12-2.wav;104998;322.263.366;326.263.366;1;5;7;jackhammer
104998-7-14-1.wav;104998;352.960.429;356.960.429;1;5;7;jackhammer
104998-7-14-5.wav;104998;354.960.429;358.960.429;1;5;7;jackhammer
104998-7-14-6.wav;104998;355.460.429;359.460.429;1;5;7;jackhammer
104998-7-15-1.wav;104998;380.838.655;384.838.655;1;5;7;jackhammer
104998-7-15-3.wav;104998;381.838.655;385.838.655;1;5;7;jackhammer
104998-7-15-5.wav;104998;382.838.655;386.838.655;1;5;7;jackhammer
104998-7-15-9.wav;104998;384.838.655;388.838.655;1;5;7;jackhammer
104998-7-16-0.wav;104998;422.155.994;426.155.994;1;5;7;jackhammer
104998-7-16-10.wav;104998;427.155.994;431.155.994;1;5;7;jackhammer
104998-7-16-11.wav;104998;427.655.994;431.655.994;1;5;7;jackhammer
104998-7-16-5.wav;104998;424.655.994;428.655.994;1;5;7;jackhammer
104998-7-16-6.wav;104998;425.155.994;429.155.994;1;5;7;jackhammer
104998-7-16-7.wav;104998;425.655.994;429.655.994;1;5;7;jackhammer
104998-7-17-0.wav;104998;456.008.125;460.008.125;1;5;7;jackhammer
104998-7-17-1.wav;104998;456.508.125;460.508.125;1;5;7;jackhammer
104998-7-17-12.wav;104998;462.008.125;466.008.125;1;5;7;jackhammer
104998-7-17-14.wav;104998;463.008.125;467.008.125;1;5;7;jackhammer
104998-7-17-4.wav;104998;458.008.125;462.008.125;1;5;7;jackhammer
104998-7-17-7.wav;104998;459.508.125;463.508.125;1;5;7;jackhammer
104998-7-17-8.wav;104998;460.008.125;464.008.125;1;5;7;jackhammer
104998-7-18-12.wav;104998;501.391.651;505.391.651;1;5;7;jackhammer
104998-7-18-13.wav;104998;501.891.651;505.891.651;1;5;7;jackhammer
104998-7-18-3.wav;104998;496.891.651;500.891.651;1;5;7;jackhammer
104998-7-18-9.wav;104998;499.891.651;503.891.651;1;5;7;jackhammer
104998-7-19-0.wav;104998;530.128.805;534.128.805;1;5;7;jackhammer
104998-7-19-3.wav;104998;531.628.805;535.628.805;1;5;7;jackhammer
104998-7-19-6.wav;104998;533.128.805;537.128.805;1;5;7;jackhammer
104998-7-19-7.wav;104998;533.628.805;537.628.805;1;5;7;jackhammer
104998-7-19-8.wav;104998;534.128.805;538.128.805;1;5;7;jackhammer
104998-7-19-9.wav;104998;534.628.805;538.628.805;1;5;7;jackhammer
104998-7-2-4.wav;104998;62.402.823;66.402.823;1;5;7;jackhammer
104998-7-2-5.wav;104998;62.902.823;66.902.823;1;5;7;jackhammer
104998-7-2-6.wav;104998;63.402.823;67.402.823;1;5;7;jackhammer
104998-7-3-1.wav;104998;84.134.678;88.134.678;1;5;7;jackhammer
104998-7-7-0.wav;104998;141.824.943;145.824.943;1;5;7;jackhammer
104998-7-7-1.wav;104998;142.324.943;146.324.943;1;5;7;jackhammer
104998-7-7-4.wav;104998;143.824.943;147.824.943;1;5;7;jackhammer
104998-7-7-7.wav;104998;145.324.943;149.324.943;1;5;7;jackhammer
104998-7-7-9.wav;104998;146.324.943;150.324.943;1;5;7;jackhammer
104998-7-8-13.wav;104998;178.194.471;182.194.471;1;5;7;jackhammer
104998-7-8-14.wav;104998;178.694.471;182.694.471;1;5;7;jackhammer
104998-7-8-15.wav;104998;179.194.471;183.194.471;1;5;7;jackhammer
104998-7-8-17.wav;104998;180.194.471;184.194.471;1;5;7;jackhammer
104998-7-8-4.wav;104998;173.694.471;177.694.471;1;5;7;jackhammer
104998-7-8-6.wav;104998;174.694.471;178.694.471;1;5;7;jackhammer
104998-7-8-7.wav;104998;175.194.471;179.194.471;1;5;7;jackhammer
104998-7-9-0.wav;104998;221.698.273;225.698.273;1;5;7;jackhammer
104998-7-9-13.wav;104998;228.198.273;232.198.273;1;5;7;jackhammer
104998-7-9-9.wav;104998;226.198.273;230.198.273;1;5;7;jackhammer
105029-7-0-0.wav;105029;11.426.527;15.426.527;1;9;7;jackhammer
105029-7-0-1.wav;105029;11.926.527;15.926.527;1;9;7;jackhammer
105029-7-0-2.wav;105029;12.426.527;16.426.527;1;9;7;jackhammer
105029-7-0-3.wav;105029;12.926.527;16.926.527;1;9;7;jackhammer
105029-7-0-4.wav;105029;13.426.527;17.426.527;1;9;7;jackhammer
105029-7-0-5.wav;105029;13.926.527;17.926.527;1;9;7;jackhammer
105029-7-0-6.wav;105029;14.426.527;18.426.527;1;9;7;jackhammer
105029-7-1-0.wav;105029;37.757.219;41.757.219;1;9;7;jackhammer
105029-7-1-1.wav;105029;38.257.219;42.257.219;1;9;7;jackhammer
105029-7-1-10.wav;105029;42.757.219;46.757.219;1;9;7;jackhammer
105029-7-1-11.wav;105029;43.257.219;47.257.219;1;9;7;jackhammer
105029-7-1-12.wav;105029;43.757.219;47.757.219;1;9;7;jackhammer
105029-7-1-13.wav;105029;44.257.219;48.257.219;1;9;7;jackhammer
105029-7-1-2.wav;105029;38.757.219;42.757.219;1;9;7;jackhammer
105029-7-1-3.wav;105029;39.257.219;43.257.219;1;9;7;jackhammer
105029-7-1-4.wav;105029;39.757.219;43.757.219;1;9;7;jackhammer
105029-7-1-5.wav;105029;40.257.219;44.257.219;1;9;7;jackhammer
